ID,Name,Team,Pos,Price,14_pts,15_pts,16_pts,17_pts,18_pts,19_pts,20_pts
281,Taylor,IPS,MID,4.8,1.35624,1.35253,1.36175,1.3292,1.15068,1.24896,1.28313
282,Tuanzebe,IPS,DEF,4,1.31899,1.78751,2.06991,2.0026,2.43899,2.00935,2.16712
283,Walton,IPS,GK,4.3,0.20865,0.20999,0.23517,0.22966,0.28788,0.21159,0.25943
284,Woolfenden,IPS,DEF,4,0.46546,0.48345,0.52108,0.49015,0.59966,0.49183,0.53063
285,B.Soumaré,LEI,MID,4.4,1.33013,1.25206,1.23102,1.37598,1.15754,1.14539,1.2752
286,Cannon,LEI,FWD,4.5,0,0,0,0,0,0,0
287,Choudhury,LEI,MID,4.4,0.19357,0.18348,0.17674,0.20044,0.16749,0.16852,0.1821
288,Coady,LEI,DEF,4,0.53146,0.51959,0.61703,0.53895,0.64287,0.54443,0.63493
289,Daka,LEI,FWD,4.8,1.54829,1.44634,1.34702,1.59658,1.20497,1.23083,1.40531
290,"De Cordova-Reid",LEI,MID,5.2,1.33829,1.26211,1.18958,1.36619,1.12376,1.15119,1.22042
291,Faes,LEI,DEF,4.1,2.13988,2.09913,2.44824,2.16763,2.54076,2.18957,2.51234
292,Golding,LEI,MID,4.4,0.06939,0.06563,0.0633,0.07174,0.05988,0.06012,0.06545
293,Hermansen,LEI,GK,4.5,3.21049,3.37416,4.14021,3.25629,4.95987,3.80627,4.27908
294,Iversen,LEI,GK,4,0.19786,0.20842,0.24419,0.2008,0.29646,0.2361,0.25291
295,Justin,LEI,DEF,4.6,2.3548,2.28591,2.51463,2.39193,2.57683,2.31229,2.58818
296,Kristiansen,LEI,DEF,4.5,1.87844,1.81943,2.0636,1.91228,2.09555,1.82905,2.12458
297,Marcal,LEI,MID,4.5,0,0,0,0,0,0,0
298,Mavididi,LEI,MID,5.3,2.2214,2.04593,1.88731,2.25959,1.7638,1.80552,1.99268
299,McAteer,LEI,MID,4.7,0.91455,0.87259,0.83839,0.95615,0.79717,0.80722,0.86506
300,Ndidi,LEI,MID,5,2.25673,2.10676,2.09799,2.29035,1.96103,1.90454,2.21152
301,Okoli,LEI,DEF,4,1.05249,1.36886,1.77004,1.6683,1.934,1.67473,1.91293
302,Ricardo,LEI,DEF,4.2,0,0,0,0,0,0,0
303,Souttar,LEI,DEF,4,0,0,0,0,0,0,0
304,Stolarczyk,LEI,GK,4,0,0,0,0,0,0,0
305,Thomas,LEI,DEF,3.9,0.4937,0.4834,0.5592,0.5011,0.58256,0.5043,0.5743
306,Vardy,LEI,FWD,5.5,2.414,2.34919,2.2289,2.57961,2.10507,2.18313,2.31886
307,Vestergaard,LEI,DEF,4,1.25865,1.23165,1.45341,1.27737,1.50772,1.28381,1.49346
308,Ward,LEI,GK,4,0.00659,0.00694,0.00814,0.00669,0.00988,0.00787,0.00843
309,Winks,LEI,MID,4.5,0.69885,1.36174,1.66186,2.16409,1.78169,1.85182,1.94317
310,A.Becker,LIV,GK,5.4,1.38431,2.65913,3.05045,4.24739,3.31725,4.02671,3.39463
311,Alexander-Arnold,LIV,DEF,6.9,3.7425,3.58657,3.84992,3.87338,4.34787,4.01495,3.76388
312,Bajcetic,LIV,MID,4.5,0,0,0,0,0,0,0
313,Bradley,LIV,DEF,4.7,0.60133,1.09997,1.47831,1.92233,1.89785,1.93625,1.70884
314,Carvalho,BRE,MID,4.8,1.37775,1.42449,1.31508,1.41276,1.32968,1.26727,1.54604
315,Clark,LIV,MID,4.5,0.0579,0.05973,0.06409,0.05918,0.06471,0.06065,0.06237
316,Darwin,LIV,FWD,7.1,1.71595,1.8216,1.92793,1.68531,2.1197,1.90593,1.89586
317,"Diogo J.",LIV,MID,7.2,0.70958,1.47339,2.10972,2.30577,2.77414,2.64342,2.30785
318,Doak,LIV,MID,4.5,0,0,0,0,0,0,0
319,Elliott,LIV,MID,5.2,1.34632,1.36335,1.53441,1.37874,1.76134,1.49918,1.49805
320,Endo,LIV,MID,4.7,1.18966,1.21575,1.26376,1.19948,1.40237,1.28152,1.23825
321,Gakpo,LIV,FWD,7.1,1.78989,1.94169,2.03196,1.80708,2.24306,2.05572,1.99601
322,Gomez,LIV,DEF,4.8,0.75492,0.65447,0.65343,0.78627,0.69238,0.72991,0.64493
323,Gravenberch,LIV,MID,5,2.6861,2.74859,2.68109,2.78292,2.90092,2.96365,2.64287
324,Jones,LIV,MID,5.3,1.88343,1.91697,2.22027,1.90958,2.45752,2.02699,2.17996
325,Kelleher,LIV,GK,4.5,2.80865,1.24737,0.28968,0.31387,0.24439,0.28517,0.2442
326,Konaté,LIV,DEF,5.3,0.20635,0.70549,1.44328,2.27282,2.21015,2.40004,2.12541
327,"Luis Díaz",LIV,MID,7.6,2.33054,2.35331,2.57701,2.42741,3.01988,2.67949,2.50935
328,M.Salah,LIV,MID,13.1,4.27397,4.45441,5.10245,4.80723,6.2613,5.40262,4.93968
329,"Mac Allister",LIV,MID,6.2,2.14098,2.17354,2.52519,2.20003,2.88175,2.38689,2.46864
330,McConnell,LIV,MID,4.4,0.00191,0.00194,0.00197,0.00193,0.00218,0.00208,0.00193
331,Morton,LIV,MID,4.4,0.01411,0.01436,0.01466,0.01428,0.01629,0.01535,0.01437
332,N.Phillips,LIV,DEF,4,0,0,0,0,0,0,0
333,Quansah,LIV,DEF,3.9,0.17858,0.15685,0.15763,0.18596,0.1689,0.17507,0.15542
334,R.Williams,LIV,DEF,4,0,0,0,0,0,0,0
335,Robertson,LIV,DEF,5.9,3.13277,2.95101,3.14108,3.23335,3.50969,3.27508,3.07684
336,Szoboszlai,LIV,MID,6.3,2.44963,2.49996,2.54585,2.54418,2.89924,2.75812,2.48991
337,Tsimikas,LIV,DEF,4.6,0.36313,0.66939,0.93649,1.15672,1.2079,1.17344,1.08226
338,"Van den Berg",BRE,DEF,4.1,2.46199,2.13736,2.46111,2.0416,2.26907,2.12852,2.16018
339,Virgil,LIV,DEF,6.4,2.86942,2.57101,2.57397,2.9626,2.71308,2.80416,2.54469
340,Akanji,MCI,DEF,5.4,1.97497,2.08957,1.94435,2.23679,1.93601,2.00005,2.0256
341,Aké,MCI,DEF,5.3,1.40672,1.53668,1.38665,1.64468,1.37644,1.47156,1.44133
342,Bernardo,MCI,MID,6.3,3.022,2.84742,2.90611,2.91891,3.0774,3.05612,3.26375
343,Bobb,MCI,MID,4.7,0,0.01936,0.5305,0.63662,0.67474,0.71582,0.73364
344,Carson,MCI,GK,4,0.00657,0.00749,0.00688,0.00837,0.00643,0.00677,0.00655
345,"De Bruyne",MCI,MID,9.4,3.42416,2.83109,3.17911,2.97088,3.4367,3.11242,3.82926
346,Doku,MCI,MID,6.3,1.20083,1.41724,1.69397,1.6793,1.89528,1.77136,2.00839
347,"Ederson M.",MCI,GK,5.5,2.83141,3.40145,2.9754,3.821,2.7657,3.06163,2.82872
348,Foden,MCI,MID,9.1,3.16659,2.77774,2.89655,2.8402,3.09149,2.97185,3.34594
349,Grealish,MCI,MID,6.4,2.00203,2.14684,1.88814,2.1693,2.0082,2.29583,2.09692
350,Gvardiol,MCI,DEF,6.2,3.05199,3.02143,2.985,3.20179,3.04127,2.96532,3.16914
351,Haaland,MCI,FWD,15,5.3916,4.30897,5.01468,4.0291,5.47427,4.66883,5.36691
352,J.Alvarez,MCI,FWD,7,0,0,0,0,0,0,0
353,"João Cancelo",MCI,DEF,5.3,0,0,0,0,0,0,0
354,Kovačić,MCI,MID,5.5,0,0,0.02277,1.77946,2.07613,2.17978,2.19722
355,Lewis,MCI,DEF,4.7,2.16028,2.34503,2.12259,2.53319,2.10639,2.24332,2.2339
356,"Matheus N.",MCI,MID,4.9,1.8096,1.69315,1.72093,1.70647,1.82781,1.80964,1.90844
357,McAtee,MCI,MID,4.7,0.10924,0.10005,0.10487,0.09881,0.11052,0.10486,0.11347
358,"Ortega Moreno",MCI,GK,5.2,0.1927,0.20385,0.20199,0.23059,0.18855,0.18234,0.19226
359,Phillips,IPS,MID,4.9,0.8568,1.12361,1.24415,1.29286,1.15831,1.22913,1.24956
360,Rodrigo,MCI,MID,6.3,0,0,0,0,0,0,0
361,Rúben,MCI,DEF,5.4,2.21994,2.38819,2.19235,2.57175,2.16713,2.26971,2.2767
362,Stones,MCI,DEF,5.3,1.7231,1.85129,1.68591,1.97311,1.69477,1.79297,1.77267
363,Walker,MCI,DEF,5.2,2.51677,2.66684,2.46195,2.82223,2.48589,2.61014,2.59345
364,Amad,MUN,MID,4.9,1.98699,2.1122,2.09118,2.19081,2.40801,2.13063,2.01879
365,Antony,MUN,MID,5.7,0.25406,0.30728,0.261,0.32017,0.30161,0.30883,0.25396
366,B.Fernandes,MUN,MID,8.5,2.89223,4.09496,3.00749,4.34721,3.68906,4.14399,2.79095
367,Bayindir,MUN,GK,4.3,0.28862,0.20151,0.2886,0.20882,0.23612,0.22842,0.31284
368,Casemiro,MUN,MID,4.8,2.06073,2.42466,2.11031,2.5047,2.39149,2.43336,2.0584
369,Dalot,MUN,DEF,5.2,3.15884,2.84959,3.18466,2.93637,3.07564,2.92121,3.08424
370,Eriksen,MUN,MID,5.4,1.78469,1.96934,1.84017,2.03643,2.16827,1.97539,1.7605
371,Evans,MUN,DEF,4.4,1.90638,1.46675,1.90479,1.51665,1.69531,1.53628,1.84682
372,Garnacho,MUN,MID,6.4,2.08218,2.41218,2.14217,2.48721,2.42608,2.42251,2.08463
373,Hannibal,MUN,MID,4.5,0,0,0,0,0,0,0
374,Heaton,MUN,GK,4,0.009,0.00657,0.009,0.00681,0.00724,0.00746,0.00981
375,Højlund,MUN,FWD,6.9,1.99199,2.44269,2.04831,2.47537,2.51237,2.39025,2.02712
376,Lindelof,MUN,DEF,4.3,0.57156,0.93356,1.56709,1.43294,1.63845,1.52487,1.78462
377,Maguire,MUN,DEF,4.9,0.54474,0.89475,1.49686,1.37922,1.56568,1.46502,1.69649
378,Mainoo,MUN,MID,5.2,1.6859,1.88267,1.72177,1.93398,1.94256,1.88727,1.68675
379,Malacia,MUN,DEF,4.4,0.76019,0.63938,0.76318,0.66162,0.69585,0.66427,0.73672
380,Martinez,MUN,DEF,4.4,2.51359,2.0755,2.52443,2.15069,2.2834,2.16308,2.43413
381,McTominay,MUN,MID,4.9,1.6773,1.94995,1.67231,1.98659,1.89458,2.02634,1.71314
382,Mount,MUN,MID,6.3,1.01509,1.27213,1.04152,1.33159,1.28741,1.27238,0.98147
383,Onana,MUN,GK,5.2,4.70914,3.19871,4.70818,3.31598,3.8759,3.62487,5.09267
384,Pellistri,MUN,MID,5,0.03437,0.04062,0.03429,0.04047,0.03954,0.04179,0.03575
385,Rashford,MUN,MID,6.9,1.96617,2.41297,2.0362,2.50351,2.28952,2.43135,1.99098
386,Sancho,CHE,MID,6.2,2.01509,1.68554,1.9515,1.62458,1.88398,1.70534,1.70248
387,Shaw,MUN,DEF,4.9,2.6786,2.36725,2.6984,2.45459,2.54309,2.44519,2.59841
388,Wan-Bissaka,WHU,DEF,4.4,2.49141,2.48061,2.59439,2.39269,2.53487,2.45432,2.89807
389,Zirkzee,MUN,FWD,6.6,1.61425,2.15172,1.67682,2.18902,2.13757,2.1004,1.64724
390,A.Murphy,NEW,DEF,4,0.00766,0.00914,0.00774,0.00747,0.00743,0.00823,0.00909
391,Almirón,NEW,MID,5.5,0.50486,0.52991,0.61662,0.48852,0.54337,0.52266,0.50604
392,Barnes,NEW,MID,6.3,1.9538,2.15451,2.46057,2.0247,2.14961,2.10768,2.04052
393,Botman,NEW,DEF,4.4,0,0,0,0,0,0,0
394,"Bruno G.",NEW,MID,6.1,2.74532,2.83256,3.30948,2.67487,2.94847,2.75077,2.67839
395,Burn,NEW,DEF,4.4,2.07676,2.40706,2.14084,2.02717,2.04352,2.2056,2.38823
396,Dúbravka,NEW,GK,4.2,0.21712,0.25072,0.20074,0.19987,0.19117,0.25679,0.2626
397,Fraser,SOU,MID,4.8,1.12217,1.13453,1.13888,1.13515,1.22902,1.14878,1.1852
398,Gordon,NEW,MID,7.2,2.44374,2.68207,3.17724,2.55839,2.74966,2.58243,2.50599
399,Hall,NEW,DEF,4.4,2.50074,2.94737,2.70702,2.49882,2.51271,2.7271,2.8838
400,Hayden,NEW,MID,4.5,0.00065,0.00071,0.00077,0.00065,0.00069,0.0007,0.00068
401,Isak,NEW,FWD,8.5,2.2318,2.74321,3.96782,2.97027,3.59204,3.12462,2.87889
402,J.Murphy,NEW,MID,5,1.55323,1.71229,1.97193,1.61909,1.73181,1.67971,1.6268
403,Joelinton,NEW,MID,6,2.20689,2.47328,2.55459,2.3157,2.30831,2.42503,2.35832
404,Kelly,NEW,DEF,4.3,1.08931,1.29639,1.10986,1.07094,1.0623,1.18011,1.28855
405,Krafth,NEW,DEF,4.4,0,0,0,0,0,0,0
406,Kuol,NEW,MID,4.5,0.00065,0.00071,0.00077,0.00065,0.00069,0.0007,0.00068
407,Lascelles,NEW,DEF,4.5,0,0,0,0,0,0,0
408,Lewis,NEW,DEF,4,0,0,0,0,0,0,0
409,Livramento,NEW,DEF,4.5,2.21771,2.57799,2.25485,2.15113,2.16314,2.3482,2.56143
410,Longstaff,NEW,MID,4.7,1.90741,2.02222,2.27991,1.87771,2.03106,1.98592,1.92677
411,Miley,NEW,MID,5,0.01246,0.01341,0.01477,0.01252,0.01325,0.0132,0.01282
412,Odysseas,NEW,GK,4.3,0.00748,0.00865,0.00694,0.00697,0.00662,0.00885,0.00904
413,Pope,NEW,GK,5,3.79413,4.04648,3.53917,3.24785,3.38764,4.14056,4.23164
414,Ruddy,NEW,GK,4,0.00742,0.00808,0.00687,0.0064,0.00656,0.00828,0.00847
415,Schär,NEW,DEF,5.4,2.31186,2.71924,2.3909,2.293,2.27776,2.49048,2.6893
416,Targett,NEW,DEF,4,0.01705,0.02028,0.01726,0.01659,0.01654,0.01828,0.02017
417,Tonali,NEW,MID,5.5,1.62517,1.81437,1.99336,1.68173,1.76217,1.78772,1.72741
418,Trippier,NEW,DEF,5.6,2.23682,2.40363,2.69433,2.10373,2.3815,2.28018,2.31353
419,White,NEW,MID,4.5,0,0,0,0,0,0,0
420,Willock,NEW,MID,4.8,1.52689,1.74181,1.84854,1.58735,1.61664,1.68699,1.62552
421,Wilson,NEW,FWD,6.9,1.62429,1.72367,2.08572,1.67061,1.80098,1.76388,1.60016
422,Aina,NFO,DEF,4.9,3.10483,2.93587,2.81281,3.13243,2.86827,2.73974,2.9578
423,Anderson,NFO,MID,5,1.87634,2.02837,2.52948,2.08137,2.51668,1.98278,2.15273
424,Awoniyi,NFO,FWD,5.6,1.00576,1.22628,1.17203,1.20462,1.15642,1.22897,1.32956
425,Boly,NFO,DEF,4.3,0.18331,0.16596,0.1508,0.18087,0.15518,0.15221,0.16557
426,Bowler,NFO,MID,4.5,0,0,0,0,0,0,0
427,C.Miguel,NFO,GK,4.2,0.28897,0.26753,0.2016,0.2616,0.2231,0.24269,0.23642
428,"Da Silva Moreira",NFO,MID,4.4,0.17728,0.19406,0.18697,0.1963,0.18808,0.18844,0.20338
429,Danilo,NFO,MID,4.7,0,0,0,0,0,0,0
430,Dennis,NFO,FWD,4.9,0.00136,0.00163,0.00155,0.0016,0.00152,0.00162,0.00175
431,Dominguez,NFO,MID,4.8,1.51289,1.62165,1.61337,1.61885,1.62372,1.58934,1.66579
432,Elanga,NFO,MID,5.1,2.04087,2.16148,2.18911,2.17815,2.1648,2.00902,2.26611
433,Gibbs-White,NFO,MID,6.3,1.9341,2.10256,2.22458,2.16602,2.18741,1.97581,2.25785
434,Hudson-Odoi,NFO,MID,5.4,2.24833,2.39888,2.3816,2.43421,2.37486,2.321,2.50884
435,Mighten,NFO,MID,4.5,0,0,0,0,0,0,0
436,Murillo,NFO,DEF,4.6,3.14618,2.97071,2.73151,3.16748,2.79112,2.77494,2.98841
437,N.Williams,NFO,DEF,4.3,1.90982,1.67026,1.46259,1.85938,1.51791,1.50299,1.65761
438,O.Richards,NFO,DEF,4.5,0,0,0,0,0,0,0
439,O'Brien,NFO,MID,5,0,0,0,0,0,0,0
440,Omobamidele,NFO,DEF,4.3,0.04241,0.0382,0.03501,0.04183,0.036,0.03488,0.03818
441,Panzo,NFO,DEF,4,0,0,0,0,0,0,0
442,Sangaré,NFO,MID,4.4,0,0,0,0,0,0,0
443,Sels,NFO,GK,4.7,4.442,4.10523,3.11106,4.01377,3.45034,3.71061,3.61748
444,Toffolo,NFO,DEF,4.3,0.11011,0.09599,0.08592,0.10665,0.08895,0.08655,0.09502
445,Turner,CRY,GK,4,0.19042,0.22962,0.23577,0.19963,0.24028,0.1764,0.20116
446,Ui-jo,NFO,FWD,4.5,0.01469,0.01957,0.01766,0.01934,0.01827,0.01927,0.02083
447,Wood,NFO,FWD,6.6,2.34293,2.70975,2.72044,2.68275,2.69732,2.72713,2.88787
448,Worrall,NFO,DEF,4.5,0.01245,0.01109,0.01012,0.01098,0.01048,0.01009,0.0108
449,Yates,NFO,MID,4.9,1.81658,1.93664,1.97914,1.93544,1.99018,1.90087,1.98618
450,Alcaraz,SOU,MID,4.9,0,0,0,0,0,0,0
451,Amo-Ameyaw,SOU,MID,4.4,0.02135,0.02199,0.02177,0.02207,0.02328,0.02224,0.02255
452,Aribo,SOU,MID,4.9,1.91977,2.03553,1.95957,2.04587,2.07397,2.05432,2.01885
453,Armstrong,SOU,FWD,5.1,1.65777,1.60161,1.65029,1.60892,1.79144,1.62672,1.7529
454,Bazunu,SOU,GK,4.3,0,0,0,0,0,0,0
455,Bednarek,SOU,DEF,4,0.02337,2.01036,2.01481,2.24762,2.05227,2.21389,2.02346
456,Bella-Kotchap,SOU,DEF,3.9,0.00242,0.00281,0.00243,0.00261,0.00237,0.00256,0.0023
457,Bree,SOU,DEF,3.9,0.24388,0.2844,0.24402,0.26366,0.23812,0.25858,0.23068
458,Charles,SOU,MID,4.5,0,0,0,0,0,0,0
459,Edozie,SOU,MID,4.9,0,0,0,0,0,0,0
460,Edwards,SOU,DEF,3.9,0.0785,0.09112,0.07858,0.08462,0.07692,0.08302,0.07449
461,Harwood-Bellis,SOU,DEF,4.1,0,2.35548,2.03446,2.18976,1.99004,2.1468,1.92673
462,Kamaldeen,SOU,MID,5,0.8339,0.83076,0.84139,0.82836,0.9005,0.83643,0.86996
463,Lallana,SOU,MID,5,0,0.01404,0.8566,1.04962,1.12221,1.11265,1.13133
464,Larios,SOU,DEF,4,0,0,0,0,0,0,0
465,Lis,SOU,GK,4,0.00718,0.00823,0.00726,0.00744,0.00701,0.00818,0.00696
466,Lumley,SOU,GK,4,0.00688,0.00836,0.00729,0.00804,0.00656,0.00747,0.00652
467,Manning,SOU,DEF,4.3,1.71995,1.93317,1.72412,1.8204,1.72094,1.78562,1.66141
468,Mara,SOU,FWD,5,0.51988,0.56109,0.54005,0.53571,0.58148,0.54593,0.55171
469,McCarthy,SOU,GK,4.3,3.31605,4.16659,3.47287,1.17961,0.5022,0.59423,0.49917
470,Onuachu,SOU,FWD,4.9,0.67945,0.96372,1.0527,1.18694,1.24684,1.206,1.21901
471,Smallbone,SOU,MID,5,0,0,0,0,0,0,0
472,Stephens,SOU,DEF,4,1.97508,2.28569,1.98024,2.13414,1.9517,2.10108,1.8934
473,Stewart,SOU,FWD,4.5,0,0,0,0,0,0,0
474,Sugawara,SOU,DEF,4.5,2.35779,2.67282,2.36928,2.52029,2.37796,2.46007,2.28227
475,Taylor,SOU,DEF,3.9,0.54288,0.6134,0.54407,0.57288,0.53635,0.56377,0.52042
476,Walker-Peters,SOU,DEF,4.4,2.39476,2.63968,2.40474,2.4933,2.41237,2.45385,2.33517
477,Wood,SOU,DEF,4,0.0439,0.05096,0.04395,0.04733,0.04301,0.04643,0.04166
478,A.Phillips,TOT,DEF,4,0,0,0,0,0,0,0
479,Austin,TOT,GK,4,0.00806,0.00687,0.00879,0.00742,0.00714,0.00665,0.00746
480,Bentancur,TOT,MID,5,0,0,0,0,1.56508,1.72922,1.63205
481,Bergvall,TOT,MID,4.4,0.58504,0.56663,0.66937,0.53939,0.58391,0.64557,0.6021
482,Bissouma,TOT,MID,4.9,1.65204,1.6802,1.83924,1.63226,1.66073,1.86204,1.7676
483,Bryan,TOT,MID,5,0,0,0,0,0,0,0
484,Davies,TOT,DEF,4.3,0.90522,0.85206,0.87285,0.84955,0.87891,0.84509,0.84907
485,Devine,TOT,MID,4.5,0,0,0,0,0,0,0
486,Dragusin,TOT,DEF,4.3,1.61017,1.5494,1.57054,1.53694,1.56718,1.5611,1.5547
487,E.Royal,TOT,DEF,4.5,0,0,0,0,0,0,0
488,Forster,TOT,GK,4.3,4.08093,3.29657,4.42981,3.55656,3.64676,3.1954,3.57864
489,Gray,TOT,MID,4.7,0.50889,0.50146,0.58071,0.479,0.51134,0.56685,0.53091
490,Højbjerg,TOT,MID,5,0,0,0,0,0,0,0
491,Johnson,TOT,MID,6.7,2.901,3.06472,3.5238,2.93117,3.09706,3.46329,3.24833
492,Kulusevski,TOT,MID,6.3,3.02428,3.05183,3.54689,2.89007,3.13299,3.43531,3.21497
493,"Lo Celso",TOT,MID,4.9,0.93196,0.97426,1.01213,0.90118,0.95791,1.04231,1.0285
494,Maddison,TOT,MID,7.6,2.96429,3.19338,3.5643,2.95582,3.0724,3.65106,3.37076
495,"Pedro Porro",TOT,DEF,5.6,3.26309,3.17486,3.41431,3.06955,3.20961,3.37831,3.25656
496,Reguilón,TOT,DEF,4.2,0.14362,0.13475,0.14632,0.13204,0.14038,0.1404,0.13724
497,Richarlison,TOT,FWD,6.8,0,0,0,0,0.01699,0.01963,1.39621
498,Romero,TOT,DEF,5,0.93405,1.90344,2.58625,2.65041,2.76511,2.93667,2.85592
499,P.M.Sarr,TOT,MID,4.8,1.75733,1.70868,1.98942,1.63478,1.76134,1.91639,1.80129
500,Scarlett,TOT,FWD,4.5,0,0,0,0,0,0,0
501,Skipp,LEI,MID,4.8,1.14642,1.09575,1.07237,1.1822,1.02179,1.0189,1.09545
502,Solomon,TOT,MID,5.4,0,0,0,0,0,0,0
503,Son,TOT,MID,9.9,3.54874,4.26477,4.17073,3.87757,3.59901,4.85341,4.46099
504,Spence,TOT,DEF,4.4,1.31942,1.26696,1.29076,1.25259,1.28121,1.28333,1.27379
505,Udogie,TOT,DEF,4.9,2.74681,2.64515,2.76495,2.5984,2.68771,2.736,2.68444
506,"Van de Ven",TOT,DEF,4.6,0,0.0263,1.93691,2.16074,2.22908,2.30308,2.27918
507,Veliz,TOT,FWD,5,0,0,0,0,0,0,0
508,Vicario,TOT,GK,5,0,0,0,0,0,0,0
509,Werner,TOT,MID,6.2,2.10748,2.21239,2.5443,2.1067,2.21903,2.52704,2.35673
510,Whiteman,TOT,GK,4,0.00806,0.00686,0.00879,0.00742,0.00714,0.00664,0.00746
511,Álvarez,WHU,MID,5,1.49837,1.47166,1.38362,1.35837,1.54721,1.27604,1.31393
512,Antonio,WHU,FWD,5.4,2.30541,2.31685,2.09073,2.1519,2.42235,1.95235,1.86923
513,Areola,WHU,GK,4.3,1.43571,1.33721,1.69361,1.38764,1.84056,1.49261,1.88144
514,Bowen,WHU,MID,7.4,3.16287,3.66678,2.92445,3.27115,3.35179,2.94757,2.75938
515,Cornet,SOU,MID,4.7,0.12173,0.12278,0.1242,0.12325,0.13369,0.12423,0.12885
516,Coufal,WHU,DEF,4.3,1.54982,1.65803,1.6205,1.57921,1.58437,1.59982,1.82683
517,Cresswell,WHU,DEF,4,0.43209,0.4306,0.46196,0.41465,0.4396,0.43456,0.53928
518,Downes,SOU,MID,4.8,0,1.97831,2.04869,1.98128,2.18565,1.98025,2.10816
519,Earthy,WHU,MID,4.5,0,0,0,0,0,0,0
520,Emerson,WHU,DEF,4.4,2.2565,2.32253,2.37144,2.22589,2.30363,2.28339,2.69157
521,Fabianski,WHU,GK,4.1,1.96496,1.92105,2.35182,1.99671,2.57222,2.15418,2.63358
522,Foderingham,WHU,GK,4.3,0.00835,0.00773,0.00985,0.00802,0.01071,0.00863,0.01095
523,Ings,WHU,FWD,5,1.31303,1.29535,1.13895,1.16599,1.38816,1.01311,0.96764
524,Kilman,WHU,DEF,4.5,2.67699,2.5884,2.74753,2.49519,2.71775,2.54747,3.02063
525,Kudus,WHU,MID,6.2,1.63283,1.99098,1.51899,1.80113,1.72396,1.63916,1.44271
526,L.Guilherme,WHU,MID,4.7,0.40235,0.4131,0.37348,0.37989,0.42172,0.35364,0.3543
527,L.Paquetá,WHU,MID,5.8,2.64866,2.88205,2.47952,2.63429,2.79423,2.42529,2.36286
528,Mavropanos,WHU,DEF,4.4,0.90088,1.19659,1.40336,1.35568,1.43334,1.39846,1.67507
529,N.Aguerd,WHU,DEF,4.4,0,0,0,0,0,0,0
530,Souček,WHU,MID,4.9,1.9886,2.13991,1.84762,1.95656,2.06751,1.80998,1.76042
531,Ward-Prowse,NFO,MID,6.2,1.3367,1.45476,1.47852,1.50522,1.46634,1.38843,1.56439
532,Zouma,WHU,DEF,4.4,0,0,0,0,0,0,0
533,Aït-Nouri,WOL,DEF,4.9,2.25944,2.51547,2.21962,2.34015,2.19782,2.66873,2.23478
534,B.Traore,WOL,MID,4.8,0,0,0,0,0,0,0
535,Bellegarde,WOL,MID,5,1.68784,1.83131,1.82254,1.89773,1.77647,1.75395,1.8459
536,Bentley,WOL,GK,4,0.00767,0.00783,0.00597,0.00695,0.00708,0.00872,0.00675
537,Chiquinho,WOL,MID,4.5,0,0,0,0,0,0,0
538,Chirewa,WOL,MID,4.5,0,0,0,0,0,0,0
539,Chiwome,WOL,FWD,4.5,0.00871,0.00923,0.0086,0.00973,0.00827,0.00792,0.00872
540,Cundle,WOL,MID,4.5,0.00165,0.00177,0.00171,0.0018,0.00165,0.00164,0.00172
541,Cunha,WOL,FWD,7.1,2.78958,2.847,3.01361,2.94101,2.91027,2.47558,3.04415
542,Dawson,WOL,DEF,4.4,1.88006,2.06419,1.84002,1.92522,1.85144,2.21298,1.8724
543,Doherty,WOL,DEF,4.3,0.77643,0.87781,0.75971,0.79611,0.76351,0.96526,0.77146
544,Doyle,WOL,MID,4.8,0.9883,1.04233,0.97618,1.0692,0.96776,0.97997,1.00233
545,"Fábio Silva",WOL,FWD,5,0,0,0,0,0,0,0
546,Fraser,WOL,FWD,4.5,0,0,0,0,0,0,0
547,Gonzalez,WOL,MID,4.4,0,0,0,0,0,0,0
548,Guedes,WOL,MID,5.3,1.43183,1.61568,1.70509,1.67129,1.59935,1.51425,1.6923
549,H.Bueno,WOL,DEF,4.5,0,0,0,0,0,0,0
550,"Hee Chan",WOL,MID,6.1,1.86385,2.03868,1.88425,2.03728,1.80002,1.87017,1.88085
551,Hodge,WOL,MID,4.5,0,0,0,0,0,0,0
552,Hoever,WOL,DEF,4,0,0,0,0,0,0,0
553,J.Gomes,WOL,MID,4.9,2.17095,2.26548,2.23154,2.28713,2.18136,2.13482,2.24837
554,"José Sá",WOL,GK,4.3,2.77752,2.83578,2.21017,2.53794,2.58143,3.13383,2.47282
555,Kalajdžić,WOL,FWD,4.8,0,0,0,0,0,0,0
556,King,WOL,GK,4,0.00746,0.00762,0.00582,0.00677,0.00688,0.00847,0.00657
557,"Mario Jr.",WOL,MID,5,2.36218,2.44373,2.41808,2.4111,2.32162,2.24561,2.4002
558,Mosquera,WOL,DEF,3.9,0,0,0,0,0,0,0
559,N.Semedo,WOL,DEF,4.5,0,2.38384,2.12037,2.1988,2.10549,2.55172,2.13624
560,Neto,CHE,MID,6.2,1.1765,1.32126,1.80645,1.51002,1.83957,1.52997,1.57364
561,"Pedro Lima",WOL,DEF,4,0.01555,0.01748,0.01515,0.01597,0.01514,0.01902,0.01532
562,Podence,WOL,MID,5.5,1.53218,1.61808,1.57806,1.63537,1.68892,1.53191,1.67007
